User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Normalized_App_Sessions,Normalized_Distance_Travelled,Normalized_Calories_Burned,Normalized_activity_level,Composite_Index
62,Female,58,0,Urban,71,54,220,-1.2501113429475048,-1.0491019455143729,-1.1327904604335302,-1.236686952424231,-1.1671726753299096
63,Female,47,2,Suburban,174,87,576,1.1626702635238517,-0.1510473416198787,0.7666113930035013,1.2376766978843543,0.7539777531979571
64,Male,22,2,Urban,170,111,587,1.0689700069618573,0.5020832793942989,0.8253007761153197,1.2376766978843543,0.9085076900889575
65,Female,18,2,Urban,184,115,675,1.3969209049288378,0.6109383828966618,1.2948158410098667,1.2376766978843543,1.1350879566799301
66,Male,48,0,Suburban,51,49,156,-1.718612625757477,-1.1851708248923265,-1.4742559621750189,-1.236686952424231,-1.4036815913122633
67,Male,37,1,Urban,124,80,356,-0.00858294350107866,-0.3415437727490138,-0.4071762692328664,0.0004948727300616625,-0.18920202818822432
68,Female,36,0,Rural,62,59,257,-1.4609369202119924,-0.9130330661364192,-0.9353807172392319,-1.236686952424231,-1.1365094140029686
69,Female,46,0,Urban,58,48,244,-1.5546371767739868,-1.2123846007679173,-1.0047408972804717,-1.236686952424231,-1.2521124068116518
70,Female,55,2,Suburban,173,159,700,1.139245199383353,1.808344521422654,1.4282008026276358,1.2376766978843543,1.4033668053294992
71,Female,27,1,Suburban,105,99,439,-0.4536591621705522,0.17551796888721008,0.03566180333812687,0.0004948727300616625,-0.060496129303788386
72,Female,46,0,Rural,61,32,304,-1.484361984352491,-1.6478050147773688,-0.684616989397826,-1.236686952424231,-1.263367735237979
73,Female,48,2,Rural,167,103,560,0.9986948145403615,0.284373072389573,0.681245017568129,1.2376766978843543,0.8004974005956045
74,Male,28,2,Urban,186,111,588,1.443771033209835,0.5020832793942989,0.8306361745800305,1.2376766978843543,1.0035417962671298
75,Male,40,1,Urban,117,97,417,-0.17255839248456892,0.12109041713602862,-0.08171696288550989,0.0004948727300616625,-0.033172516375997135
76,Male,47,1,Rural,141,111,334,0.38964314688739765,0.5020832793942989,-0.5245550354565032,0.0004948727300616625,0.09191656588881375
77,Female,42,2,Suburban,183,164,684,1.373495840788339,1.9444134008006075,1.3428344271922636,1.2376766978843543,1.474605091666391
78,Male,33,1,Suburban,102,99,451,-0.5239343545920481,0.17551796888721008,0.09968658491465603,0.0004948727300616625,-0.06205873201503008
79,Female,40,1,Rural,148,95,691,0.5536185958708879,0.06666286538484716,1.3801822164452389,0.0004948727300616625,0.5002396376077589
80,Female,50,0,Rural,98,61,484,-0.6176346111540425,-0.8586055143852377,0.27575473425011116,-1.236686952424231,-0.60929308592835
81,Female,54,1,Suburban,146,136,630,0.5067684675898907,1.182427676284067,1.0547229100978825,0.0004948727300616625,0.6861034816754755
82,Male,45,2,Suburban,190,111,413,1.5374712897718295,0.5020832793942989,-0.10305855674435295,1.2376766978843543,0.7935431775765325
83,Male,44,1,Urban,103,89,430,-0.5005092904515495,-0.09661978986869724,-0.012356782844269987,0.0004948727300616625,-0.15224774760861376
84,Female,23,0,Rural,50,29,139,-1.7420376898979757,-1.729446342404141,-1.564957736075102,-1.236686952424231,-1.5682821802003624
85,Male,55,1,Rural,100,84,420,-0.5707844828730453,-0.23268866924665088,-0.06571076749137761,0.0004948727300616625,-0.21717226172025303
86,Female,54,0,Rural,66,62,230,-1.367236663649998,-0.831391738509647,-1.0794364757864225,-1.236686952424231,-1.1286879575925746
87,Female,23,1,Suburban,100,53,268,-0.5707844828730453,-1.0763157213899637,-0.8766913341274135,0.0004948727300616625,-0.6308241664150902
88,Male,42,1,Urban,113,106,376,-0.2662586490465633,0.3660144000163452,-0.30046829993865115,0.0004948727300616625,-0.0500544190597019
89,Female,30,2,Suburban,195,182,800,1.6545966104743224,2.4342613665612407,1.9617406490987122,1.2376766978843543,1.8220688310046573
90,Female,50,2,Rural,174,122,543,1.1626702635238517,0.8014348140257969,0.5905432436680461,1.2376766978843543,0.9480812547755122
91,Female,50,1,Rural,131,130,311,0.1553925054824116,1.0191450210305228,-0.6472692001448507,0.0004948727300616625,0.13194079977453638
92,Female,42,1,Rural,138,132,492,0.3193679544659018,1.0735725727817043,0.3184379219677973,0.0004948727300616625,0.4279683304863663
93,Male,31,0,Rural,96,57,280,-0.6644847394350397,-0.9674606178876006,-0.8126665525508844,-1.236686952424231,-0.920324715574439
94,Male,57,0,Rural,89,72,246,-0.8284601884185299,-0.5592539797537397,-0.9940701003510503,-1.236686952424231,-0.9046178052368876
95,Female,58,2,Suburban,163,107,330,0.904994557978367,0.3932281758919359,-0.5458966293153462,1.2376766978843543,0.49750070060982776
96,Female,59,1,Urban,143,85,608,0.43649327516839487,-0.20547489337106015,0.9373441438742457,0.0004948727300616625,0.29221434960041054
97,Female,55,1,Rural,100,73,277,-0.5707844828730453,-0.532040203878149,-0.8286727479450167,0.0004948727300616625,-0.48275064049153726
98,Male,26,0,Rural,91,64,195,-0.7816100601375326,-0.7769641867584656,-1.266175422051299,-1.236686952424231,-1.015359155342882
99,Male,35,1,Rural,113,100,406,-0.2662586490465633,0.20273174476280081,-0.1404063459973283,0.0004948727300616625,-0.050859594387757286
100,Male,32,1,Suburban,134,128,456,0.22566769790390742,0.9647174692793413,0.12636357723820985,0.0004948727300616625,0.3293109042878801
101,Male,21,1,Suburban,118,78,277,-0.1491333283440703,-0.3959713245001953,-0.8286727479450167,0.0004948727300616625,-0.3433206320148051
102,Male,51,0,Rural,93,68,186,-0.7347599318565354,-0.6681090832561026,-1.314194008233696,-1.236686952424231,-0.9884374939426412
103,Female,55,0,Rural,53,33,183,-1.6717624974764798,-1.6205912389017783,-1.3302002036278282,-1.236686952424231,-1.4648102231075792
104,Male,34,0,Rural,95,78,289,-0.6879098035755383,-0.3959713245001953,-0.7646479663684874,-1.236686952424231,-0.771304011717113
105,Male,24,1,Rural,119,74,474,-0.1257082642035717,-0.5048264280025582,0.22240074960300354,0.0004948727300616625,-0.10190976746826617
106,Female,49,0,Rural,88,67,332,-0.8518852525590285,-0.6953228591316933,-0.5352258323859247,-1.236686952424231,-0.8297802241252195
107,Male,40,2,Suburban,191,108,497,1.560896353912328,0.4204419517675267,0.3451149142913511,1.2376766978843543,0.89103247946389
108,Female,37,2,Rural,160,154,622,0.8347193655568712,1.6722756420447003,1.0120397223801965,1.2376766978843543,1.1891778569665306
109,Female,19,0,Rural,89,67,354,-0.8284601884185299,-0.6953228591316933,-0.4178470661622879,-1.236686952424231,-0.7945792665341855
110,Male,38,0,Rural,70,40,217,-1.2735364070880035,-1.430094807772643,-1.1487966558276623,-1.236686952424231,-1.2722787057781348
111,Male,29,1,Suburban,108,88,515,-0.38338396974905636,-0.12383356574428796,0.4411520866561448,0.0004948727300616625,-0.016392644026784475
112,Male,59,0,Rural,85,66,184,-0.9221604449805243,-0.722536635007284,-1.3248648051631176,-1.236686952424231,-1.051562209393789
113,Male,44,0,Suburban,94,74,365,-0.7113348677160368,-0.5048264280025582,-0.3591576830504695,-1.236686952424231,-0.7030014827983239
114,Female,27,2,Urban,163,93,430,0.904994557978367,0.012235313633665696,-0.012356782844269987,1.2376766978843543,0.5356374466630293
115,Female,25,2,Suburban,180,94,698,1.3032206483668434,0.03944908950925643,1.4175300056982143,1.2376766978843543,0.9994691103646671
116,Male,38,2,Rural,157,90,482,0.7644441731353754,-0.0694060139931065,0.26508393732068963,1.2376766978843543,0.5494496985868282
117,Female,39,2,Suburban,166,114,336,0.9752697503998629,0.5837246070210711,-0.5138842385270816,1.2376766978843543,0.5706967041945517
118,Female,30,0,Rural,58,39,277,-1.5546371767739868,-1.4573085836482338,-0.8286727479450167,-1.236686952424231,-1.269326365197867
119,Female,57,2,Suburban,194,97,850,1.6311715463338239,0.12109041713602862,2.22851057233425,1.2376766978843543,1.3046123084221142
120,Male,29,1,Suburban,131,114,451,0.1553925054824116,0.5837246070210711,0.09968658491465603,0.0004948727300616625,0.20982464253705008
121,Female,34,1,Urban,145,82,312,0.4833434034493921,-0.28711622099783235,-0.6419338016801399,0.0004948727300616625,-0.11130293662462963
122,Female,26,0,Suburban,75,41,239,-1.1564110863855104,-1.4028810318970524,-1.0314178896040256,-1.236686952424231,-1.2068492400777047
123,Female,57,1,Urban,105,102,252,-0.4536591621705522,0.2571592965139823,-0.9620577095627857,0.0004948727300616625,-0.28951567562232344
124,Male,29,2,Urban,183,132,506,1.373495840788339,1.0735725727817043,0.39313350047374795,1.2376766978843543,1.0194696529820364
125,Female,26,2,Suburban,174,88,617,1.1626702635238517,-0.12383356574428796,0.9853627300566425,1.2376766978843543,0.8154690314301402
126,Female,47,1,Suburban,116,98,335,-0.19598345662506753,0.14830419301161935,-0.5192196369917924,0.0004948727300616625,-0.14160100696879474
127,Female,23,0,Suburban,89,82,330,-0.8284601884185299,-0.28711622099783235,-0.5458966293153462,-1.236686952424231,-0.7245399977889848
128,Female,42,2,Urban,176,135,823,1.209520391804849,1.1552139004084765,2.0844548137870595,1.2376766978843543,1.4217164509711848
129,Female,45,2,Rural,198,131,440,1.7248718028958183,1.0463587969061134,0.040997201802837634,1.2376766978843543,1.012476124872281
130,Female,27,1,Rural,130,127,627,0.131967441341913,0.9375036934037506,1.0387167147037502,0.0004948727300616625,0.5271706805448689
131,Female,58,0,Urban,87,57,281,-0.8753103166995271,-0.9674606178876006,-0.8073311540861736,-1.236686952424231,-0.971697260274383
132,Male,45,0,Urban,89,44,444,-0.8284601884185299,-1.3212397042702801,0.062338795661680685,-1.236686952424231,-0.8310120123628402
133,Male,46,1,Suburban,114,89,412,-0.24283358490606474,-0.09661978986869724,-0.10839395520906371,0.0004948727300616625,-0.11183811431344101
134,Male,53,2,Suburban,197,193,682,1.7014467387553196,2.733612901192739,1.3321636302628421,1.2376766978843543,1.7512249920238139
135,Male,28,1,Rural,128,121,481,0.08511731306091577,0.7742210381502062,0.25974853885597887,0.0004948727300616625,0.2798954406992906
136,Male,38,1,Rural,107,63,490,-0.40680903388955497,-0.8041779626340563,0.3077671250383757,0.0004948727300616625,-0.22568124968879347
137,Male,55,1,Rural,102,76,481,-0.5239343545920481,-0.45039887625137676,0.25974853885597887,0.0004948727300616625,-0.17852245481434606
138,Female,43,2,Suburban,154,95,316,0.6941689807138796,0.06666286538484716,-0.6205922078212969,1.2376766978843543,0.344479084040446
139,Male,35,2,Suburban,173,124,583,1.139245199383353,0.8558623657769784,0.8039591822564767,1.2376766978843543,1.0091858613252906
140,Male,21,1,Urban,147,122,611,0.5301935317303893,0.8014348140257969,0.953350339268378,0.0004948727300616625,0.5713683894386564
141,Male,58,0,Suburban,91,65,219,-0.7816100601375326,-0.7497504108828748,-1.1381258588982408,-1.236686952424231,-0.9765433205857197
142,Male,32,1,Rural,134,125,364,0.22566769790390742,0.8830761416525691,-0.3644930815151803,0.0004948727300616625,0.18618640769283948
143,Female,40,2,Urban,192,112,830,1.5843214180528267,0.5292970552698896,2.121802603040035,1.2376766978843543,1.3682744435617764
144,Female,58,0,Suburban,72,39,297,-1.2266862788070063,-1.4573085836482338,-0.7219647786508013,-1.236686952424231,-1.160661648382568
145,Female,23,0,Rural,79,67,191,-1.062710829823516,-0.6953228591316933,-1.2875170159101421,-1.236686952424231,-1.0705594143223955
146,Female,24,2,Suburban,159,98,789,0.8112943014163726,0.14830419301161935,1.9030512659868937,1.2376766978843543,1.0250816145748098
147,Male,32,2,Urban,183,103,452,1.373495840788339,0.284373072389573,0.10502198337936679,1.2376766978843543,0.7501418986104083
148,Female,26,1,Suburban,109,75,518,-0.35995890560855776,-0.47761265212696746,0.4571582820502771,0.0004948727300616625,-0.0949796007387966
149,Male,47,2,Rural,163,162,537,0.904994557978367,1.8899858490494261,0.5585308528797815,1.2376766978843543,1.1477969894479823
150,Female,45,0,Urban,77,45,158,-1.1095609581045132,-1.2940259283946893,-1.4635851652455973,-1.236686952424231,-1.2759647510422578
151,Male,47,1,Rural,120,79,447,-0.1022832000630731,-0.3687575486246045,0.07834499105581297,0.0004948727300616625,-0.09805022122545076
152,Male,25,1,Urban,119,109,582,-0.1257082642035717,0.4476557276431174,0.7986237837917659,0.0004948727300616625,0.28026652999034335
153,Female,52,0,Suburban,85,51,337,-0.9221604449805243,-1.130743273141145,-0.5085488400623709,-1.236686952424231,-0.9495348776520678
154,Female,52,2,Suburban,165,85,595,0.9518446862593642,-0.20547489337106015,0.8679839638330058,1.2376766978843543,0.7130076136514161
155,Female,43,1,Rural,147,92,581,0.5301935317303893,-0.014978462241925035,0.7932883853270551,0.0004948727300616625,0.3272495818863953
156,Female,47,0,Suburban,51,35,121,-1.718612625757477,-1.5661636871505968,-1.6609949084398956,-1.236686952424231,-1.54561454344305
157,Female,52,0,Urban,72,48,178,-1.2266862788070063,-1.2123846007679173,-1.3568771959513821,-1.236686952424231,-1.2581587569876342
158,Female,55,0,Suburban,66,42,169,-1.367236663649998,-1.3756672560214616,-1.4048957821337789,-1.236686952424231,-1.3461216635573674
159,Female,28,2,Suburban,163,112,379,0.904994557978367,0.5292970552698896,-0.28446210454451887,1.2376766978843543,0.596876551647023
160,Male,37,2,Suburban,182,147,900,1.3500707766478406,1.4817792109155652,2.4952804955697885,1.2376766978843543,1.6412017952543871
161,Female,48,2,Suburban,163,125,753,0.904994557978367,0.8830761416525691,1.7109769212573063,1.2376766978843543,1.1841810796931491
162,Male,51,2,Suburban,187,128,717,1.4671960973503335,0.9647174692793413,1.5189025765277189,1.2376766978843543,1.297123210260437
163,Male,29,0,Suburban,90,83,346,-0.8050351242780313,-0.25990244512224164,-0.46053025387997404,-1.236686952424231,-0.6905386939261196
164,Female,45,1,Suburban,112,57,347,-0.28968371318706193,-0.9674606178876006,-0.4551948554152633,0.0004948727300616625,-0.427961078439966
165,Male,20,0,Suburban,64,57,239,-1.4140867919309952,-0.9674606178876006,-1.0314178896040256,-1.236686952424231,-1.162413062961713
166,Female,59,1,Rural,101,74,270,-0.5473594187325467,-0.5048264280025582,-0.866020537197992,0.0004948727300616625,-0.4794278778007588
167,Male,22,1,Rural,133,70,564,0.2022426337634088,-0.6136815315049211,0.7025866114269722,0.0004948727300616625,0.07291064660388039
168,Female,30,1,Suburban,107,101,435,-0.40680903388955497,0.22994552063839155,0.014320209479283825,0.0004948727300616625,-0.04051210776045448
169,Female,29,2,Rural,186,160,826,1.443771033209835,1.8355582972982447,2.100461009181192,1.2376766978843543,1.6543667593934066
170,Female,18,0,Suburban,75,68,246,-1.1564110863855104,-0.6681090832561026,-0.9940701003510503,-1.236686952424231,-1.0138193056042235
171,Female,36,1,Suburban,123,110,432,-0.03200800764157727,0.47486950351870816,-0.0016859859148484625,0.0004948727300616625,0.11041759567308601
172,Female,46,0,Suburban,50,40,137,-1.7420376898979757,-1.430094807772643,-1.5756285330045234,-1.236686952424231,-1.4961119957748432
173,Male,56,2,Rural,187,113,524,1.4671960973503335,0.5565108311454803,0.48917067283854165,1.2376766978843543,0.9376385748046774
174,Female,59,1,Urban,145,140,544,0.4833434034493921,1.2912827797864301,0.5958786421327569,0.0004948727300616625,0.5927499245246602
175,Female,42,2,Suburban,179,128,439,1.2797955842263447,0.9647174692793413,0.03566180333812687,1.2376766978843543,0.8794628886820418
176,Male,33,2,Suburban,155,145,735,0.7175940448543782,1.4273516591643838,1.6149397488925126,1.2376766978843543,1.2493905376989072
177,Female,34,0,Urban,67,45,252,-1.3438115995094992,-1.2940259283946893,-0.9620577095627857,-1.236686952424231,-1.2091455474728012
178,Male,45,1,Rural,119,96,514,-0.1257082642035717,0.09387664126043789,0.43581668819143404,0.0004948727300616625,0.10111998449459048
179,Female,56,2,Urban,153,152,643,0.670743916573381,1.6178480902935188,1.1240830901391223,1.2376766978843543,1.162587948722594
180,Male,22,0,Suburban,62,43,222,-1.4609369202119924,-1.348453480145871,-1.1221196635041086,-1.236686952424231,-1.2920492540715507
181,Female,18,1,Urban,137,107,684,0.2959428903254032,0.3932281758919359,1.3428344271922636,0.0004948727300616625,0.5081250915349161
182,Female,20,1,Suburban,125,73,443,0.014842120639419948,-0.532040203878149,0.057003397196969924,0.0004948727300616625,-0.11492495332792438
183,Male,41,2,Rural,192,115,694,1.5843214180528267,0.6109383828966618,1.3961884118393713,1.2376766978843543,1.2072812276683036
184,Male,46,2,Rural,159,150,485,0.8112943014163726,1.5634205385423374,0.2810901327148219,1.2376766978843543,0.9733704176394716
185,Male,32,2,Rural,195,191,468,1.6545966104743224,2.6791853494415574,0.19038835881473898,1.2376766978843543,1.4404617541537434
186,Male,21,2,Suburban,191,112,627,1.560896353912328,0.5292970552698896,1.0387167147037502,1.2376766978843543,1.0916467054425805
187,Male,18,1,Rural,114,75,326,-0.24283358490606474,-0.47761265212696746,-0.5672382231741893,0.0004948727300616625,-0.32179739686928993
188,Female,32,2,Urban,151,87,410,0.6238937882923837,-0.1510473416198787,-0.11906475213848523,1.2376766978843543,0.3978645981045935
189,Female,41,2,Rural,158,144,459,0.787869237275874,1.400137883288793,0.14236977263234213,1.2376766978843543,0.8920133977703408
190,Male,48,2,Suburban,195,98,789,1.6545966104743224,0.14830419301161935,1.9030512659868937,1.2376766978843543,1.2359071918392974
191,Male,37,1,Urban,107,53,423,-0.40680903388955497,-1.0763157213899637,-0.049704572097245325,0.0004948727300616625,-0.38308361366167554
192,Male,27,0,Urban,90,70,312,-0.8050351242780313,-0.6136815315049211,-0.6419338016801399,-1.236686952424231,-0.8243343524718307
193,Female,28,0,Urban,70,69,243,-1.2735364070880035,-0.6408953073805118,-1.0100762957451825,-1.236686952424231,-1.0402987406594821
194,Female,35,1,Urban,127,116,477,0.061692248920417164,0.6381521587722525,0.23840694499713583,0.0004948727300616625,0.2346865563549668
195,Male,51,0,Suburban,97,91,197,-0.6410596752945411,-0.04219223811751577,-1.2555046251218775,-1.236686952424231,-0.7938608727395413
196,Female,45,1,Rural,141,110,701,0.38964314688739765,0.47486950351870816,1.4335362010923467,0.0004948727300616625,0.5746359310571286
197,Male,55,2,Urban,173,90,530,1.139245199383353,-0.0694060139931065,0.5211830636268062,1.2376766978843543,0.7071747367253518
198,Female,33,0,Rural,52,36,199,-1.6951875616169785,-1.538949911275006,-1.244833828192456,-1.236686952424231,-1.4289145633771678
199,Male,41,1,Rural,121,70,407,-0.07885813592257448,-0.6136815315049211,-0.13507094753261753,0.0004948727300616625,-0.20677893555751287
200,Male,56,1,Rural,121,63,472,-0.07885813592257448,-0.8041779626340563,0.21172995267358202,0.0004948727300616625,-0.16770281828824676
201,Female,29,2,Rural,152,85,322,0.6473188524328823,-0.20547489337106015,-0.5885798170330323,1.2376766978843543,0.27273520997828604
202,Female,59,1,Suburban,117,85,328,-0.17255839248456892,-0.20547489337106015,-0.5565674262447677,0.0004948727300616625,-0.23352645984258377
203,Male,24,0,Urban,66,56,260,-1.367236663649998,-0.9946743937631913,-0.9193745218450996,-1.236686952424231,-1.12949313292063
204,Male,53,2,Urban,154,108,616,0.6941689807138796,0.4204419517675267,0.9800273315919318,1.2376766978843543,0.8330787404894231
205,Female,34,1,Rural,116,114,444,-0.19598345662506753,0.5837246070210711,0.062338795661680685,0.0004948727300616625,0.11264370469693646
206,Male,21,2,Urban,190,137,721,1.5374712897718295,1.209641452159658,1.540244170386562,1.2376766978843543,1.381258402550601
207,Male,54,1,Rural,138,107,481,0.3193679544659018,0.3932281758919359,0.25974853885597887,0.0004948727300616625,0.24320988548596958
208,Male,50,0,Suburban,65,36,147,-1.3906617277904965,-1.538949911275006,-1.5222745483574156,-1.236686952424231,-1.4221432849617872
